componente_1,componente_2,classe,ambiente
-4.621387481689,-17.907474517822,3,Ginásio
-52.405712127686,-2.589881658554,2,Saguão principal
7.641019821167,-22.159097671509,0,Corredor
14.192174911499,10.424839973450,0,Corredor
27.143898010254,-4.681557178497,3,Ginásio
18.137334823608,-45.935340881348,0,Corredor
33.241027832031,-15.117581367493,0,Corredor
-22.746625900269,0.364219784737,1,Laboratório
-12.126869201660,-29.247030258179,2,Saguão principal
-16.825298309326,25.214242935181,0,Corredor
13.270201683044,-32.302700042725,2,Saguão principal
-13.863996505737,3.268396854401,1,Laboratório
-34.568481445312,-15.242591857910,2,Saguão principal
-3.505165338516,-11.647381782532,1,Laboratório
-10.520384788513,-14.892397880554,1,Laboratório
17.448551177979,-13.076217651367,3,Ginásio
28.318691253662,32.502834320068,2,Saguão principal
-49.642467498779,20.367614746094,2,Saguão principal
24.716794967651,9.423074722290,1,Laboratório
-15.613771438599,10.400264739990,3,Ginásio
8.912654876709,-20.683038711548,3,Ginásio
-3.381823539734,34.199451446533,2,Saguão principal
-36.905635833740,-5.082607746124,2,Saguão principal
-30.591857910156,2.364993572235,1,Laboratório
22.765213012695,2.056907653809,3,Ginásio
-9.996729850769,-15.264015197754,3,Ginásio
-20.168521881104,3.207468748093,3,Ginásio
16.741304397583,20.799633026123,1,Laboratório
-10.012368202209,33.229995727539,2,Saguão principal
-17.043546676636,-17.994674682617,2,Saguão principal
-15.694473266602,-11.568024635315,3,Ginásio
-15.920068740845,17.701641082764,3,Ginásio
-11.427153587341,-21.927026748657,1,Laboratório
22.154241561890,-28.380565643311,2,Saguão principal
24.242959976196,26.141557693481,0,Corredor
-9.744962692261,29.722108840942,1,Laboratório
-14.426826477051,-1.034342169762,1,Laboratório
-5.741652965546,20.613580703735,3,Ginásio
-5.730902194977,-11.255497932434,2,Saguão principal
4.789744853973,-22.070587158203,2,Saguão principal
64.336593627930,13.818686485291,0,Corredor
13.356719017029,-32.283962249756,2,Saguão principal
-2.393141031265,-19.261980056763,3,Ginásio
-16.126016616821,19.726945877075,2,Saguão principal
-11.707489013672,-17.920829772949,3,Ginásio
26.253877639771,15.530125617981,3,Ginásio
22.554080963135,17.560752868652,1,Laboratório
26.700025558472,11.682335853577,1,Laboratório
24.909980773926,18.718467712402,1,Laboratório
-18.902742385864,-32.038059234619,0,Corredor
24.404216766357,25.980821609497,0,Corredor
14.956854820251,26.817718505859,1,Laboratório
-15.553117752075,31.220712661743,2,Saguão principal
-12.450896263123,-10.489753723145,3,Ginásio
-27.541069030762,16.125093460083,2,Saguão principal
-18.920640945435,-10.600491523743,0,Corredor
-15.275216102600,8.632108688354,1,Laboratório
-14.389986038208,-1.046264886856,1,Laboratório
-49.623233795166,20.453588485718,2,Saguão principal
-21.415765762329,-20.148977279663,0,Corredor
-14.348762512207,-32.964591979980,2,Saguão principal
-34.473552703857,-15.248299598694,2,Saguão principal
-1.436908245087,29.866518020630,2,Saguão principal
-11.629376411438,-17.882051467896,3,Ginásio
30.393341064453,48.381717681885,0,Corredor
-22.118684768677,8.831760406494,2,Saguão principal
-34.387008666992,-15.351932525635,2,Saguão principal
4.846431255341,-22.414485931396,2,Saguão principal
28.591791152954,2.217874288559,1,Laboratório
11.275615692139,33.219268798828,0,Corredor
-14.837203979492,-26.359865188599,1,Laboratório
-11.248302459717,4.804718494415,1,Laboratório
13.883456230164,-16.342370986938,3,Ginásio
28.906730651855,5.592533111572,1,Laboratório
-28.005203247070,-1.750554323196,1,Laboratório
-17.441915512085,10.093452453613,2,Saguão principal
-27.680913925171,7.252269268036,1,Laboratório
-13.462656974792,21.609102249146,0,Corredor
11.872343063354,-22.611507415771,3,Ginásio
2.531689882278,39.200767517090,0,Corredor
12.009139060974,-16.702421188354,3,Ginásio
-5.251410961151,-30.637119293213,2,Saguão principal
0.236602157354,-20.938848495483,3,Ginásio
-16.362342834473,-2.414871454239,1,Laboratório
17.455554962158,-13.185812950134,3,Ginásio
26.120332717896,-4.208703994751,1,Laboratório
33.100555419922,1.428988695145,1,Laboratório
9.282388687134,-20.644130706787,3,Ginásio
-22.340894699097,0.878392636776,1,Laboratório
4.903549194336,-41.022533416748,0,Corredor
-13.876385688782,-13.635529518127,3,Ginásio
10.507048606873,6.636677265167,0,Corredor
-43.431529998779,7.711160182953,2,Saguão principal
25.474523544312,0.016949098557,3,Ginásio
-22.999788284302,-6.829624652863,1,Laboratório
-3.823527097702,36.859741210938,0,Corredor
-16.639579772949,28.878257751465,2,Saguão principal
38.126602172852,-2.435397624969,1,Laboratório
-10.003433227539,-14.948246002197,3,Ginásio
-4.250190258026,-17.656263351440,3,Ginásio
-20.229465484619,3.228208065033,3,Ginásio
-14.471119880676,-12.777546882629,3,Ginásio
15.412741661072,-4.510488510132,1,Laboratório
-21.452934265137,-2.902053594589,0,Corredor
23.417032241821,-10.750789642334,3,Ginásio
-11.122811317444,1.890087127686,1,Laboratório
25.942192077637,-15.429252624512,1,Laboratório
37.349262237549,54.501735687256,0,Corredor
-15.250297546387,8.865937232971,1,Laboratório
31.431993484497,-18.352298736572,2,Saguão principal
